iteration,Psw,Qsw
000.0000E+0,128.0304E-12,130.5939E-12
1.0000E+0,130.9227E-12,133.4255E-12
57.0000E+0,149.9908E-12,152.0050E-12
3.1630E+3,166.7708E-12,167.2916E-12
177.8280E+3,170.0523E-12,170.3081E-12
10.0000E+6,165.0717E-12,165.3163E-12
