,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,20um_O_5R,16.182668365330493,1.5509228505664854,1.0145739339059219,0.15429992137525583,1.119754111918155,0.25948009938748906,766230.0,19.70564760325116,3.6858524314719574,0.8492442859187306,0.8492442859187306,0.0,0.0,0.0,19.889826135420787
1,30um_O_1D,16.135969898003722,2.1256329982603748,1.0911683208541945,0.23782016424852598,1.1952796722762287,0.16375322925782942,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.136492334025004
