,device,Pr (mC/cm^2),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,3.16618969754422,0.7092656346503645,-0.023665766502715235,1.3373760536778718,-0.059963851972467896,2308841.0,0.0,0.0,0.0,0.0,0.0,0.0,5.279878388936903
1,30um_O_1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30um_O_1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30um_O_2R,4.042016413702896,0.7663808080833405,-0.020729649166927766,1.1411996525712311,0.16691137099882858,2894267.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24467233836394
