Vforce,Charge
-3.6887E-3,000.0000E+0
-1.0825E-3,41.5517E-15
-1.2286E-3,21.3999E-15
-803.8802E-6,13.5860E-15
-639.1488E-6,24.9750E-15
509.3605E-6,40.4754E-15
1.3724E-3,68.3153E-15
2.8436E-3,66.6834E-15
643.6102E-6,21.1633E-15
364.9496E-6,27.7510E-15
1.5219E-3,83.0160E-15
4.4067E-3,71.7780E-15
511.0541E-6,44.0868E-15
1.9687E-3,30.7973E-15
-2.6778E-3,79.8883E-15
942.5913E-6,87.1616E-15
358.1766E-6,47.8129E-15
-353.7147E-6,34.5196E-15
1.0955E-3,41.1100E-15
660.5435E-6,99.1190E-15
-1.8114E-3,113.2450E-15
-1.9507E-3,65.6697E-15
-204.2235E-6,35.9239E-15
944.2849E-6,34.9707E-15
1.8158E-3,123.8311E-15
658.8504E-6,161.9575E-15
1.3860E-3,121.9285E-15
-1.8181E-3,64.0656E-15
225.6215E-6,87.1091E-15
213.7657E-6,138.2579E-15
3.2752E-3,196.2716E-15
-1.3561E-3,185.0378E-15
1.6799E-3,136.7833E-15
662.2362E-6,97.4393E-15
1.9602E-3,138.3085E-15
1.5304E-3,185.3492E-15
813.4224E-6,195.3696E-15
64.2763E-6,149.1634E-15
655.4650E-6,142.7255E-15
786.3289E-6,128.7418E-15
2.3833E-3,203.8873E-15
-71.6679E-6,196.7622E-15
-216.0788E-6,173.8686E-15
-2.1120E-3,131.7727E-15
-3.2775E-3,132.8657E-15
-508.2868E-6,160.7045E-15
1.8040E-3,188.5439E-15
796.4877E-6,181.4194E-15
-374.0357E-6,133.8403E-15
-1.2286E-3,162.3653E-15
-71.6679E-6,171.0088E-15
-1.6636E-3,183.0791E-15
-374.0357E-6,193.7750E-15
652.0769E-6,177.0523E-15
-372.3417E-6,191.8623E-15
-1.4035E-3,140.8495E-15
-1.8181E-3,165.2572E-15
507.6660E-6,199.2679E-15
2.3850E-3,200.3704E-15
-219.4651E-6,187.7596E-15
359.8697E-6,197.7737E-15
218.8461E-6,200.2474E-15
1.5219E-3,219.1762E-15
1.5118E-3,223.7046E-15
1.3640E-3,198.7515E-15
-231.3189E-6,212.1893E-15
215.4589E-6,258.5396E-15
3.6898E-3,217.8228E-15
-1.0825E-3,231.9509E-15
648.6915E-6,243.3362E-15
69.3548E-6,223.8695E-15
942.5913E-6,221.5446E-15
1.3843E-3,229.5062E-15
217.1539E-6,255.2893E-15
-637.4543E-6,213.2029E-15
353.0962E-6,201.2761E-15
-504.8968E-6,212.6619E-15
64.2763E-6,230.2153E-15
