iteration,Psw,Qsw
000.0000E+0,136.6190E-12,139.4374E-12
1.0000E+0,139.9252E-12,142.6798E-12
57.0000E+0,161.1061E-12,162.6117E-12
3.1630E+3,177.2475E-12,177.5277E-12
177.8280E+3,176.0514E-12,176.5450E-12
10.0000E+6,10.0446E-12,14.5637E-12
