,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,20.330999837546614,2.403516885933298,0.9893123222282156,0.09844791619908677,0.9825173652498052,0.09165295922067629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.477738806786483
1,20um_O_2D,20.39695237579638,4.047629946725866,1.0683335768990219,0.09879701273118863,1.0312847322784364,0.07547049471711526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96002595714607
2,20um_O_1D,19.714190704476255,2.805414024401047,1.1002346850000322,0.09934864125260323,1.083984340308234,0.07011826152027756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.61145379437224
