,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,14.438073788375371,1.0809909376882179,0.9063017517328262,0.1728295628744803,0.7644712942419574,0.5419653385942496,0.0,0.0,0.0,0.0,0.0,19.089067422639644,3.2871775122425917,0.973249694144102,0.973249694144102,19.672406723627333
1,20um_O_2R,14.651482186955896,1.047000339110247,0.8806654997169971,0.16654039526999487,0.7674571126699448,0.5398420717445065,0.0,0.0,0.0,0.0,0.0,19.5252591121619,3.161389620363059,0.8825806693546938,0.8825806693546938,20.11341512651879
