,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,20um_O_1D,12.799278820340186,1.149744174070388,1.0638041580095887,0.10695604601355851,1.1917237997986376,0.05222870263683266,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07198635691587
1,30um_O_2D2R,13.632891458738971,1.1839597643106619,0.9707070905715227,0.15402976607476343,0.8956858837045729,0.5307157984705733,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.661332391335062
2,20um_O_2D,13.806651514400304,0.0,0.9660221699159592,0.1443746529679868,0.8829845569562167,0.5165235942389939,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75880538108954
3,20um_O_2R,13.650139053590344,1.1449971945999984,0.9437821502797306,0.12153495916119605,0.8805278644431382,0.5756980059477577,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65761713078629
