,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,13.565371051835143,1.2169831079627338,0.9500690782442689,0.11181598593343473,0.15268772677518427,-0.19858645141262132,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24963932884671
1,20um_O_2D,13.428320443255908,1.211844026107115,0.9265251155011356,0.10562525298751768,0.1303075107280165,-0.18903313665345434,924022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.994634614377777
2,20um_O_1D,13.735543348008397,1.2238139224483207,0.9512243657372892,0.1288072741743116,0.16252541495487094,-0.20572947103866057,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.399386388440735
