,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,20um_O_2D,15.209727319874396,2.4256047707572455,1.6195488742087036,0.1600887645761193,1.875651336275041,0.6458122835754128,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06954064043353
1,30um_O_1D,13.970819349830293,2.1589653173933936,1.7320394301787019,0.1655638738092584,2.1244704485870898,0.6655872877244455,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.390392980266771
2,30um_O_2D2R,15.021979760537274,2.4921934642414207,1.6401944537647069,0.16612835119279934,1.9671445656567812,0.6885864067150922,177828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.412152333264354
3,20um_O_1D,15.331687904730844,2.5254809024899725,1.642732652137056,0.18239846913769964,1.991179680917412,0.7103492493710678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.216072963473378
