,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,12.908125430958812,1.0869649138691204,0.9535268567269668,0.0968696120513623,1.0978886463562958,0.43538119387505775,2626037.0,16.965603290408183,3.1738185691110727,0.8935676435116082,0.8935676435116082,0.0,0.0,0.0,17.217209906503527
1,30um_O_2R,12.880019212376814,1.0919493330667418,0.953751944412943,0.08001717564589761,1.1418885593302548,0.43239364278675474,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.150165266307408
