,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_2R,0.05625339869968668,0.04395772149350932,0.0583222063141875,0.022932339747863118,1.7305854216974694,0.5243587164121757,8576959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36379128827590607
1,30um_O_1D,0.010714671816460353,0.03654781249759275,0.0650020825341926,0.044345470180054636,1.9533407328255308,1.9533407328255308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
