,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_2R,0.14691486790575314,0.08465111009994666,0.1544699355144985,0.07308841894712817,1.855775964068016,0.46966521767183733,8576959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6617785322234512
1,30um_O_1D,0.21810994136709888,0.038935849061613806,0.09515119876596145,-0.018338193094618357,1.4738129140459932,-0.21223732531865092,2308841.0,0.46189524596433706,0.1315049942519029,0.8582839289334352,0.8582839289334352,0.5817543170765035,0.8648891658522189,0.8553157719260485,0.6007704596200366
