iteration,Psw,Qsw
000.0000E+0,181.9348E-12,189.6333E-12
1.0000E+0,187.4365E-12,195.0335E-12
57.0000E+0,233.1451E-12,240.1842E-12
3.1630E+3,322.1483E-12,325.1831E-12
177.8280E+3,352.5714E-12,354.1033E-12
10.0000E+6,344.3907E-12,345.6927E-12
