,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_2D,2.2627069196485365,0.5217383002119359,0.6915031522512436,0.20392542203399733,1.2927489515859634,0.6544288567870429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03839965805977714
1,30um_O_2R,1.6422745482537358,0.3978589599744144,0.5409536678344011,0.1165529723874614,1.316009203903377,0.6759784409440444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372851771976769
