,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_3R,15.018236209603698,3.56655476630042,1.0225394151639193,0.13017791426801661,1.0912149967625737,0.3510604406340567,766230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66026268254631
1,30um_O_1D,11.6403063349928,0.0,1.0751879529561847,0.4549245253304539,1.2277457136660814,0.5153603566444067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
