,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,11.584399641292393,1.4239806239874728,1.0374170581344515,0.4323088455235311,1.1890428913757205,0.5091199246922233,766230.0,18.716059305730454,3.4708714822041062,0.9773534592241049,0.9770192753640004,0.0,0.0,0.0,0.0,18.97845024610866
1,30um_O_2R,11.366897899842598,1.4859691654716844,1.0384933180175722,0.4320846831761911,1.187517210142687,0.4928839431014522,2894267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02558943129802
