,device,Pr,Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr,10^6 Vc,10^6 Imprint,10^7 Pr,10^7 Vc,10^7 Imprint
0,30um_O_1D,11.301283271317192,0.8856611540541053,0.0886379676300495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20um_O_NAD5R,6.852036937788716,0.7240853727271315,0.13235987537772131,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
2,30um_O_2D3R,11.426337376082374,0.8872282167722005,0.08845329722442064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,30um_O_3R,11.274547608791973,0.939329183252994,0.15579770121329317,0.0,0.0,2894267.0,0.0,0.0,0.0,0.0,0.0,0.0
4,20um_O_NA2D5R,10.967132738961874,0.8352778718108311,0.051164464188928616,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
5,30um_O_2R,11.454507880045556,0.8851628567790613,0.09045286425155563,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
