,device,Pr,Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr,10^6 Vc,10^6 Imprint,10^7 Pr,10^7 Vc,10^7 Imprint
0,30um_O_1D,-0.036411094899647056,0.07258918284787796,0.08261359230969215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
