,device,Pr,Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr,10^6 Vc,10^6 Imprint,10^7 Pr,10^7 Vc,10^7 Imprint
0,30um_O_2R,10.008512425212716,0.9009403068339452,0.11874999594826968,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30um_O_1D,9.340996834607651,0.8943787458920269,0.11206056790344188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
