,device,Pr,Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr,10^6 Vc,10^6 Imprint,10^7 Pr,10^7 Vc,10^7 Imprint
0,20um_O_5R,16.182668365330493,1.0145739339059219,0.15429992137525583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30um_O_1D,16.135969898003722,1.0911683208541945,0.23782016424852598,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
