,device,Pr,Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr,10^6 Vc,10^6 Imprint,10^7 Pr,10^7 Vc,10^7 Imprint
0,30um_O_1D,13.840950062927499,1.0506583020323887,0.22380126427745634,0.0,0.0,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30um_O_2D2R,14.301090068653034,0.9990704006049782,0.1548749394758071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
