,device,Pr (mC/cm^2),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_2R,0.14691486790575314,0.1544699355144985,0.07308841894712817,1.855775964068016,0.46966521767183733,8576959.0,0.2630472118573927,0.0,0.0,0.0,0.0,0.0,0.6617785322234512
1,30um_O_1D,0.21810994136709888,0.09515119876596145,-0.018338193094618357,1.4738129140459932,-0.21223732531865092,0.0,0.24877394168704245,0.0,0.0,0.0,0.0,0.0,0.5002812187828977
