,device,Pr (mC/cm^2),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_1D,12.908125430958812,0.9535268567269668,0.0968696120513623,0.0,0.0,0.0,8.49728699661375,0.0,0.0,0.0,0.0,0.0,17.084507573848192
1,30um_O_2R,12.880019212376814,0.953751944412943,0.08001717564589761,0.0,0.0,2511887.0,9.803516260419148,0.0,0.0,0.0,0.0,0.0,17.150165266307408
