Vforce,Charge
-162.8465E-6,000.0000E+0
-458.4394E-6,-92.1270E-15
-1.4795E-3,-117.0696E-15
-1.7564E-3,-58.3668E-15
-606.2361E-6,-47.6567E-15
-2.6297E-3,-54.0868E-15
-164.5392E-6,-81.0814E-15
-1.7649E-3,-94.3679E-15
-2.3392E-3,-80.9154E-15
-1.3181E-3,-93.5121E-15
-1.0479E-3,-99.2588E-15
-1.7666E-3,-77.5809E-15
-463.5203E-6,-66.8713E-15
707.0051E-6,-96.6066E-15
-314.0286E-6,-110.5766E-15
-446.5874E-6,-136.1979E-15
-460.1326E-6,-97.3782E-15
-906.9099E-6,-70.9032E-15
707.0051E-6,-75.2718E-15
-594.3837E-6,-144.7718E-15
705.3105E-6,-105.9488E-15
848.0278E-6,-105.5194E-15
708.6977E-6,-93.4333E-15
851.4141E-6,-102.6010E-15
-2.0656E-3,-117.9480E-15
-2.0520E-3,-92.1555E-15
-606.2361E-6,-57.4498E-15
2.5928E-3,-61.8158E-15
401.2486E-6,-82.6438E-15
404.6344E-6,-152.8330E-15
-319.1094E-6,-148.2937E-15
841.2529E-6,-101.2464E-15
2.4298E-3,-53.5135E-15
-169.6177E-6,-95.5926E-15
-1.6324E-3,-116.4243E-15
1.7196E-3,-137.2465E-15
-1.7717E-3,-97.7449E-15
-1.6340E-3,-88.4112E-15
-1.6374E-3,-105.8166E-15
-2.4887E-3,-119.7892E-15
-1.6222E-3,-116.6222E-15
127.6689E-6,-103.1660E-15
416.4906E-6,-136.3298E-15
1.2813E-3,-150.2977E-15
992.4387E-6,-146.4403E-15
-2.5022E-3,-169.3298E-15
-21.8210E-6,-148.3338E-15
-602.8503E-6,-143.1073E-15
1.1318E-3,-165.9894E-15
-1.9059E-3,-171.0479E-15
1.7213E-3,-180.2145E-15
-3.9209E-3,-182.5284E-15
-738.7945E-6,-141.6487E-15
-755.7274E-6,-126.8267E-15
-1.1822E-3,-155.8802E-15
-2.0622E-3,-193.8505E-15
-315.7217E-6,-127.6073E-15
2.0169E-3,-124.4312E-15
-3.3602E-3,-126.7504E-15
701.9242E-6,-176.3694E-15
-2.7724E-3,-190.3405E-15
555.8207E-6,-123.4100E-15
272.0797E-6,-124.3512E-15
1.4104E-3,-136.9527E-15
-1.7683E-3,-185.8909E-15
547.3522E-6,-128.5613E-15
853.1086E-6,-104.8203E-15
2.4535E-3,-86.5602E-15
-3.0544E-3,-111.4985E-15
2.8630E-3,-166.6038E-15
550.7380E-6,-138.0679E-15
5.3197E-3,-115.7012E-15
-619.7850E-6,-87.8556E-15
1.4358E-3,-128.5583E-15
1.1301E-3,-143.8994E-15
-26.9018E-6,-150.3285E-15
-918.7666E-6,-118.3726E-15
691.7630E-6,-101.4927E-15
-1.1788E-3,-93.5234E-15
3.0243E-3,-113.6583E-15
985.6638E-6,-148.8816E-15
-468.5992E-6,-103.2086E-15
985.6638E-6,-66.4451E-15
261.9199E-6,-175.7124E-15
1.4155E-3,-88.2164E-15
1.1385E-3,-117.2667E-15
-750.6470E-6,-140.8360E-15
1.5582E-3,-87.6199E-15
-1.6188E-3,-151.6395E-15
-173.0054E-6,-85.3967E-15
858.1871E-6,-40.4008E-15
-16.7420E-6,-148.2937E-15
-2.1998E-3,-97.8211E-15
-314.0286E-6,-140.5858E-15
1.7230E-3,-123.6996E-15
-1.1839E-3,-29.3477E-15
-883.2017E-6,-99.5333E-15
-3.0680E-3,-167.6680E-15
-901.8319E-6,-135.7067E-15
1.7111E-3,-162.7018E-15
4.0200E-3,-25.1564E-15
18.3014E-3,150.7773E-15
35.5048E-3,271.8697E-15
50.0784E-3,451.2334E-15
63.9537E-3,712.8713E-15
81.1385E-3,915.5487E-15
95.4317E-3,1.1580E-12
110.0189E-3,1.2757E-12
126.0451E-3,1.4413E-12
140.7563E-3,1.6344E-12
155.0563E-3,1.8658E-12
167.1902E-3,2.1028E-12
185.2398E-3,2.3014E-12
200.2635E-3,2.4430E-12
213.6801E-3,2.6505E-12
233.3436E-3,2.8977E-12
245.8904E-3,3.1264E-12
260.3349E-3,3.2791E-12
279.4173E-3,3.5037E-12
291.5326E-3,3.7160E-12
309.2917E-3,3.9694E-12
321.1215E-3,4.1871E-12
336.4357E-3,4.3822E-12
353.4982E-3,4.6130E-12
365.9005E-3,4.8733E-12
382.5196E-3,5.1356E-12
398.2451E-3,5.3685E-12
412.7030E-3,5.6479E-12
430.3025E-3,5.9425E-12
442.0031E-3,6.1986E-12
463.5287E-3,6.4801E-12
474.3493E-3,6.7891E-12
488.7938E-3,7.1480E-12
505.2548E-3,7.4755E-12
520.4281E-3,7.8297E-12
536.7566E-3,8.1606E-12
550.8970E-3,8.5696E-12
564.1709E-3,8.9663E-12
580.9344E-3,9.4096E-12
594.6415E-3,9.8947E-12
609.2303E-3,10.3470E-12
624.3748E-3,10.7964E-12
638.5507E-3,11.3543E-12
655.5810E-3,11.9402E-12
671.0447E-3,12.5885E-12
685.3447E-3,13.2196E-12
703.2551E-3,13.8488E-12
720.9955E-3,14.5094E-12
731.2571E-3,15.2153E-12
743.6560E-3,15.9644E-12
760.5775E-3,16.8266E-12
775.0032E-3,17.6353E-12
792.7826E-3,18.4735E-12
806.9196E-3,19.2864E-12
820.9207E-3,20.2336E-12
835.5197E-3,21.1959E-12
852.9832E-3,22.0814E-12
870.6266E-3,22.9916E-12
882.6025E-3,23.9018E-12
900.2274E-3,24.7537E-12
910.8730E-3,25.7997E-12
925.4839E-3,26.7201E-12
942.5277E-3,27.7325E-12
957.5396E-3,28.6633E-12
970.9715E-3,29.6475E-12
987.5651E-3,30.6359E-12
1.0027E+0,31.6681E-12
1.0208E+0,32.7442E-12
1.0325E+0,33.7380E-12
1.0486E+0,34.8265E-12
1.0612E+0,35.9471E-12
1.0797E+0,37.0500E-12
1.0918E+0,38.1665E-12
1.1090E+0,39.2810E-12
1.1229E+0,40.4264E-12
1.1401E+0,41.5779E-12
1.1563E+0,42.7150E-12
1.1695E+0,43.8289E-12
1.1849E+0,44.9989E-12
1.2004E+0,46.1299E-12
1.2166E+0,47.2965E-12
1.2290E+0,48.3835E-12
1.2461E+0,49.5604E-12
1.2612E+0,50.7339E-12
1.2779E+0,51.9540E-12
1.2929E+0,53.1021E-12
1.3078E+0,54.2276E-12
1.3187E+0,55.3215E-12
1.3342E+0,56.5080E-12
1.3497E+0,57.6910E-12
1.3704E+0,58.8453E-12
1.3817E+0,60.0003E-12
1.3990E+0,61.1045E-12
1.4143E+0,62.2238E-12
1.4290E+0,63.3582E-12
1.4452E+0,64.4816E-12
1.4579E+0,65.6187E-12
1.4753E+0,66.7270E-12
1.4898E+0,67.8203E-12
1.5018E+0,68.9183E-12
1.5216E+0,70.0644E-12
1.5350E+0,71.1871E-12
1.5505E+0,72.2865E-12
1.5680E+0,73.3777E-12
1.5811E+0,74.4881E-12
1.5970E+0,75.5656E-12
1.6148E+0,76.6726E-12
1.6262E+0,77.7233E-12
1.6379E+0,78.7692E-12
1.6576E+0,79.8693E-12
1.6676E+0,80.9681E-12
1.6874E+0,82.0133E-12
1.7007E+0,83.0730E-12
1.7187E+0,84.1820E-12
1.7322E+0,85.2581E-12
1.7492E+0,86.2746E-12
1.7608E+0,87.3473E-12
1.7800E+0,88.3610E-12
1.7927E+0,89.3116E-12
1.8116E+0,90.3048E-12
1.8234E+0,91.3103E-12
1.8390E+0,92.2349E-12
1.8549E+0,93.2136E-12
1.8692E+0,94.1567E-12
1.8815E+0,94.9257E-12
1.8985E+0,95.9586E-12
1.9114E+0,96.8674E-12
1.9306E+0,97.6974E-12
1.9428E+0,98.5391E-12
1.9595E+0,99.3224E-12
1.9761E+0,100.2415E-12
1.9908E+0,101.0976E-12
2.0068E+0,101.9036E-12
2.0185E+0,102.6595E-12
2.0357E+0,103.4298E-12
2.0491E+0,104.2434E-12
2.0676E+0,105.0501E-12
2.0825E+0,105.8176E-12
2.0990E+0,106.5702E-12
2.1112E+0,107.2377E-12
2.1291E+0,107.9895E-12
2.1426E+0,108.7578E-12
2.1589E+0,109.5165E-12
2.1735E+0,110.1833E-12
2.1869E+0,110.8549E-12
2.2041E+0,111.6561E-12
2.2178E+0,112.4490E-12
2.2312E+0,113.0754E-12
2.2492E+0,113.7470E-12
2.2698E+0,114.4707E-12
2.2786E+0,115.2273E-12
2.2981E+0,115.9785E-12
2.3092E+0,116.6673E-12
2.3227E+0,117.2977E-12
2.3412E+0,117.9851E-12
2.3536E+0,118.6896E-12
2.3700E+0,119.4264E-12
2.3833E+0,120.0658E-12
2.3985E+0,120.7388E-12
2.4152E+0,121.3960E-12
2.4289E+0,122.0765E-12
2.4451E+0,122.7310E-12
2.4617E+0,123.4108E-12
2.4756E+0,123.9583E-12
2.4899E+0,124.6553E-12
2.5098E+0,125.3249E-12
2.5232E+0,125.9252E-12
2.5373E+0,126.5392E-12
2.5536E+0,127.2444E-12
2.5641E+0,127.9003E-12
2.5813E+0,128.4985E-12
2.5967E+0,129.0488E-12
2.6113E+0,129.6464E-12
2.6279E+0,130.2762E-12
2.6447E+0,130.9464E-12
2.6581E+0,131.5406E-12
2.6718E+0,132.1114E-12
2.6893E+0,132.6754E-12
2.7051E+0,133.2400E-12
2.7215E+0,133.7978E-12
2.7376E+0,134.3879E-12
2.7498E+0,134.9573E-12
2.7667E+0,135.4658E-12
2.7812E+0,135.9687E-12
2.7962E+0,136.5252E-12
2.8100E+0,137.1077E-12
2.8258E+0,137.5935E-12
