iteration,Psw,Qsw
000.0000E+0,77.5009E-12,80.2754E-12
1.0000E+0,80.0303E-12,82.6584E-12
57.0000E+0,98.2954E-12,100.6612E-12
3.1630E+3,131.0846E-12,132.1031E-12
177.8280E+3,145.6449E-12,146.1592E-12
10.0000E+6,9.4348E-12,7.5803E-12
