iteration,Psw,Qsw
000.0000E+0,101.9555E-12,105.1688E-12
1.0000E+0,106.6841E-12,109.0886E-12
57.0000E+0,120.7401E-12,122.2663E-12
3.1630E+3,132.6364E-12,133.2913E-12
177.8280E+3,126.4245E-12,126.9831E-12
10.0000E+6,-20.9124E-12,15.0693E-12
