iteration,Psw
000.0000E+0,66.4358E-12
1.0000E+0,68.5593E-12
57.0000E+0,75.4578E-12
3.1630E+3,24.4874E-12
177.8280E+3,-11.2357E-12
10.0000E+6,-11.3644E-12
