iteration,Psw,Qsw
000.0000E+0,312.2620E-12,313.4341E-12
1.0000E+0,311.3821E-12,312.6741E-12
31.0000E+0,312.2712E-12,313.7278E-12
949.0000E+0,313.3633E-12,314.8592E-12
29.2210E+3,315.3235E-12,316.8446E-12
900.0000E+3,322.2038E-12,323.7631E-12
