,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 2 Qsw/(U+|D|),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,30um_O_2R,10.008512425212716,0.8918864698928367,0.9009403068339452,0.11874999594826968,1.119489447271917,0.44050465355346696,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.031840736219078
1,30um_O_1D,9.340996834607651,0.8909103451811362,0.8943787458920269,0.11206056790344188,1.1266752965166233,0.43372449644904587,766230.0,13.532290738061366,2.5913062464887977,0.8737568920478225,0.8733863667483599,0.0,0.0,0.0,0.0,13.913768050758518
