Vforce,Charge
1.2508E-3,000.0000E+0
-2.4768E-3,-32.0116E-15
2.1291E-3,-36.6044E-15
542.3070E-6,-15.8300E-15
973.8447E-6,4.9439E-15
2.1444E-3,43.5479E-15
1.6840E-3,3.3008E-15
820.9657E-6,-19.1200E-15
2.5674E-3,12.6249E-15
2.1308E-3,29.9714E-15
2.5607E-3,696.9245E-18
4.1492E-3,-21.0361E-15
-1.9313E-3,-9.1802E-15
2.2701E-3,16.3918E-15
-3.0815E-3,35.1053E-15
-64.1250E-6,2.3948E-15
2.8732E-3,-41.9552E-15
2.5641E-3,-5.4123E-15
2.5607E-3,35.9288E-15
1.5447E-3,-39.2817E-15
-2.6584E-3,-61.0212E-15
-336.0084E-6,-58.7613E-15
3.5834E-3,-7.8183E-15
1.5515E-3,-4.1841E-15
832.8219E-6,-56.0815E-15
1.4122E-3,-49.0177E-15
251.7921E-6,-84.4620E-15
1.6993E-3,-28.7221E-15
690.1037E-6,-6.5754E-15
239.9387E-6,-37.2243E-15
389.4295E-6,-33.5922E-15
-490.5804E-6,-90.2961E-15
2.5674E-3,-24.9573E-15
822.6603E-6,43.8056E-15
-1.0377E-3,-1.9193E-15
683.3302E-6,-77.8138E-15
-769.2410E-6,-28.2484E-15
540.6139E-6,6.2373E-15
-1.0665E-3,20.8351E-15
1.1199E-3,-2.2681E-15
-3.5046E-3,-19.2021E-15
-1.2160E-3,-45.7412E-15
-1.9465E-3,35.3544E-15
-769.2410E-6,57.4963E-15
-636.6845E-6,4.2199E-15
-1.2109E-3,-10.6626E-15
-789.5620E-6,-10.4659E-15
-1.5065E-3,54.1777E-15
-2.0943E-3,89.3378E-15
-917.0382E-6,75.8281E-15
-3.8205E-3,10.2089E-15
-777.7072E-6,-560.0527E-18
243.3260E-6,31.8662E-15
1.6976E-3,64.9812E-15
-1.7869E-3,56.9551E-15
683.3302E-6,26.3094E-15
-3.0984E-3,18.2796E-15
1.5447E-3,14.3703E-15
-920.4235E-6,11.8289E-15
1.2457E-3,41.5102E-15
1.6959E-3,79.4238E-15
-623.1375E-6,69.3436E-15
384.3496E-6,58.5767E-15
-1.0665E-3,34.0960E-15
90.4470E-6,40.4673E-15
-201.7606E-6,61.9204E-15
1.1115E-3,93.6616E-15
530.4532E-6,59.5853E-15
-772.6273E-6,22.0800E-15
-1.7937E-3,22.9645E-15
3.5682E-3,75.2738E-15
-1.0462E-3,70.6815E-15
1.5430E-3,74.3131E-15
960.2977E-6,54.6331E-15
102.3028E-6,33.5845E-15
1.8318E-3,57.0982E-15
-352.9431E-6,68.2654E-15
-344.4764E-6,27.3305E-15
530.4532E-6,68.6689E-15
-64.1250E-6,24.3035E-15
5.0072E-3,41.6462E-15
-789.5620E-6,37.7295E-15
516.9043E-6,84.5483E-15
102.3028E-6,42.2465E-15
-1.3587E-3,4.7386E-15
965.3766E-6,-5.3416E-15
-339.3965E-6,40.7948E-15
3.0108E-3,98.5953E-15
1.5413E-3,95.3704E-15
1.7010E-3,40.0456E-15
243.3260E-6,33.3934E-15
527.0650E-6,-33.5922E-15
532.1458E-6,11.1747E-15
3.2997E-3,75.1454E-15
-57.3497E-6,108.9391E-15
1.2542E-3,33.7281E-15
-781.0954E-6,-16.8061E-15
1.2559E-3,7.3937E-15
2.7068E-3,61.7614E-15
2.2617E-3,78.4181E-15
1.6908E-3,101.2472E-15
18.5665E-3,287.2398E-15
35.7666E-3,522.5996E-15
47.7374E-3,698.9940E-15
63.3354E-3,891.1575E-15
78.6531E-3,1.0943E-12
94.3887E-3,1.3201E-12
110.2925E-3,1.5040E-12
124.8593E-3,1.7037E-12
141.9082E-3,1.8691E-12
154.0319E-3,2.1141E-12
171.0774E-3,2.3316E-12
187.9734E-3,2.5217E-12
201.5412E-3,2.7352E-12
218.0091E-3,2.9499E-12
230.4216E-3,3.1743E-12
247.4603E-3,3.3967E-12
259.7234E-3,3.5916E-12
279.5296E-3,3.7961E-12
291.9269E-3,3.9519E-12
308.8365E-3,4.1982E-12
325.0256E-3,4.4541E-12
339.9050E-3,4.6374E-12
352.5962E-3,4.8213E-12
367.0372E-3,5.0211E-12
384.0692E-3,5.2749E-12
399.9662E-3,5.5322E-12
413.8262E-3,5.7600E-12
428.5358E-3,5.9618E-12
448.4999E-3,6.1156E-12
460.5931E-3,6.3626E-12
477.2224E-3,6.6144E-12
489.4922E-3,6.8868E-12
504.5159E-3,7.0549E-12
519.2306E-3,7.2814E-12
536.2930E-3,7.5400E-12
550.2788E-3,7.8200E-12
564.8744E-3,8.0450E-12
580.6168E-3,8.2523E-12
594.3341E-3,8.4897E-12
608.9128E-3,8.7806E-12
626.5359E-3,9.0687E-12
638.9416E-3,9.3425E-12
653.6817E-3,9.5627E-12
671.1604E-3,9.8166E-12
688.4947E-3,10.1281E-12
701.9147E-3,10.4190E-12
717.9663E-3,10.7215E-12
730.5080E-3,11.0000E-12
743.7920E-3,11.2944E-12
762.8661E-3,11.6566E-12
775.2701E-3,11.9886E-12
796.0923E-3,12.3329E-12
809.3713E-3,12.6636E-12
822.7913E-3,12.9943E-12
840.2734E-3,13.4250E-12
853.5558E-3,13.8510E-12
869.2881E-3,14.2365E-12
885.6216E-3,14.6076E-12
895.5860E-3,15.0205E-12
915.8034E-3,15.4787E-12
928.3570E-3,15.9883E-12
944.6939E-3,16.4622E-12
958.0936E-3,16.9690E-12
972.2475E-3,17.4725E-12
989.8774E-3,18.0540E-12
1.0043E+0,18.6706E-12
1.0209E+0,19.2529E-12
1.0365E+0,19.9215E-12
1.0511E+0,20.6347E-12
1.0653E+0,21.4467E-12
1.0816E+0,22.2339E-12
1.0944E+0,23.0918E-12
1.1131E+0,24.0717E-12
1.1259E+0,25.2065E-12
1.1454E+0,26.3455E-12
1.1587E+0,27.5235E-12
1.1715E+0,28.7715E-12
1.1816E+0,30.0901E-12
1.2007E+0,31.5259E-12
1.2166E+0,33.0138E-12
1.2334E+0,34.4517E-12
1.2469E+0,35.8855E-12
1.2624E+0,37.3611E-12
1.2785E+0,38.9223E-12
1.2911E+0,40.4829E-12
1.3068E+0,42.0312E-12
1.3222E+0,43.5472E-12
1.3363E+0,45.1469E-12
1.3565E+0,46.8069E-12
1.3653E+0,48.4272E-12
1.3824E+0,49.9871E-12
1.3934E+0,51.5367E-12
1.4128E+0,53.1604E-12
1.4267E+0,54.8601E-12
1.4424E+0,56.5441E-12
1.4577E+0,58.2096E-12
1.4712E+0,59.8531E-12
1.4850E+0,61.5893E-12
1.5043E+0,63.3398E-12
1.5189E+0,65.0532E-12
1.5347E+0,66.7153E-12
1.5502E+0,68.3369E-12
1.5623E+0,69.9428E-12
1.5775E+0,71.6761E-12
1.5942E+0,73.3786E-12
1.6100E+0,75.0016E-12
1.6248E+0,76.4957E-12
1.6358E+0,78.0145E-12
1.6553E+0,79.6134E-12
1.6724E+0,81.1740E-12
1.6855E+0,82.5769E-12
1.7022E+0,83.9463E-12
1.7136E+0,85.3176E-12
1.7301E+0,86.7123E-12
1.7470E+0,88.0487E-12
1.7626E+0,89.2665E-12
1.7779E+0,90.3993E-12
1.7938E+0,91.5808E-12
1.8096E+0,92.7149E-12
1.8243E+0,93.8011E-12
1.8393E+0,94.8777E-12
1.8559E+0,95.8514E-12
1.8701E+0,96.7991E-12
1.8840E+0,97.7673E-12
1.8997E+0,98.7431E-12
1.9163E+0,99.6751E-12
1.9316E+0,100.5727E-12
1.9476E+0,101.4792E-12
1.9607E+0,102.2596E-12
1.9755E+0,103.0942E-12
1.9950E+0,103.9274E-12
2.0123E+0,104.7249E-12
2.0208E+0,105.5307E-12
2.0382E+0,106.2912E-12
2.0567E+0,107.0380E-12
2.0691E+0,107.8177E-12
2.0822E+0,108.5433E-12
2.1010E+0,109.2901E-12
2.1141E+0,109.9862E-12
2.1296E+0,110.6953E-12
2.1425E+0,111.3810E-12
2.1582E+0,112.1217E-12
2.1768E+0,112.7896E-12
2.1901E+0,113.5125E-12
2.2067E+0,114.1701E-12
