iteration,Psw,Qsw
000.0000E+0,75.6638E-12,78.2824E-12
1.0000E+0,78.3052E-12,80.7823E-12
57.0000E+0,96.3138E-12,98.8724E-12
3.1630E+3,131.2098E-12,132.5682E-12
177.8280E+3,144.3317E-12,144.9873E-12
10.0000E+6,143.5054E-12,143.9712E-12
