,device,Pr (mC/cm^2),2 Qsw/(U+|D|),Vc (P-V),Imprint (P-V),Vc (I-V),Imprint (I-V),endurance,10^6 Pr (mC/cm^2),10^6 2 Qsw/(U+|D|),10^6 Vc,10^6 Imprint,10^7 Pr (mC/cm^2),10^7 Vc,10^7 Imprint,max Pr (mC/cm^2)
0,20um_O_-4D4R,6.365025424932632,0.9226455049837482,0.919640121399425,0.04281635434613906,1.1058884307276458,0.15765316438642674,29286446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.717872176602246
1,30um_O_-4D,8.917954214302762,1.0496539055848053,0.9470345878507942,0.05693834123792568,1.1121852979122195,0.26913385666682826,2626037.0,12.068577981272737,2.5799843592590492,0.8647394752852007,0.8647394752852007,0.0,0.0,0.0,12.548836422779813
2,20um_O_-4D,2.7867759950339615,0.5562448976047385,0.7852047721098643,0.044913946774017166,1.3241076924023218,-0.06022582711798874,8576959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.560420194108517
3,30um_O_-5D,9.295987656246687,1.0561836540031442,0.9624078137276229,0.08801114066492849,1.1030835115234368,0.2917609865461764,2511887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.026919902869126
