iteration,Psw,Qsw
000.0000E+0,28.4090E-12,29.6551E-12
1.0000E+0,29.1502E-12,30.4281E-12
57.0000E+0,38.0652E-12,38.8689E-12
3.1630E+3,50.8202E-12,51.1485E-12
177.8280E+3,56.8105E-12,57.3474E-12
10.0000E+6,64.1216E-12,64.5316E-12
